3	0
7	0
4	2.03039
8	3.37728
12	4.15874
16	4.16348
20	4.07798
24	4.20285
28	4.07351
32	4.17285
36	4.23028
40	4.16871
44	7.77944
48	5.66964
52	4.14968
56	4.01807
60	4.10538
64	5.0178
68	4.15861
72	4.12179
76	4.22468
80	4.06242
84	4.17134
88	4.03479
92	4.10446
96	4.24089
100	4.24223
104	4.24132
108	4.20657
112	4.242
116	4.07709
120	4.20082
124	4.21239
128	4.18106
132	4.19785
136	4.2165
140	4.08788
144	4.06054
148	4.03369
152	4.1967
156	4.24257
160	4.24224
167	4.24167
171	4.24173
175	4.19875
179	4.24264
183	4.15688
187	4.05347
191	4.23695
195	4.15606
199	4.21588
203	4.12916
207	4.23065
211	4.24114
215	4.96571
219	4.24211
223	4.23315
227	4.14784
231	4.22348
235	4.24262
239	4.2426
243	4.20006
247	4.1977
251	4.22927
255	4.21112
259	4.20294
263	4.23944
267	4.23682
271	4.23978
275	4.2121
279	4.15427
283	4.21436
287	4.2426
291	4.24151
295	4.2038
299	4.10567
303	4.24204
307	4.24203
311	4.22417
315	4.24255
319	4.24263
323	4.22212
327	4.24127
331	4.23792
335	4.24262
339	4.19423
343	4.22258
347	4.0845
351	4.22851
355	4.24238
359	4.24156
363	4.22574
367	4.23165
371	4.23811
375	4.24223
379	4.22614
383	4.24234
387	4.21204
391	4.24215
395	4.24209
399	4.24209
403	4.24249
407	4.24022
411	4.24169
415	4.19799
419	4.24151
423	4.24204
431	2.12024
435	2.12121
442	0.0110357
446	0.00997771
450	0.0089665
454	0.0109083
458	0.0105503
463	0.0102896
467	0.010518
471	0.00412232
475	0.0149629
479	0.0108938
483	0.0115918
487	0.00668179
491	0.0119562
495	0.14441
499	0.00916841
503	0.0238368
507	0.00819648
511	0.00981997
515	0.0249486
519	0.118022
523	0.011752
527	0.0356268
531	0.00716639
535	0.0182874
539	0.0110117
543	0.0110866
547	0.0110869
551	0.010864
555	0.011074
559	0.00917588
563	0.0427401
567	0.0110723
571	0.0766336
575	0.0264214
579	0.00298943
583	0.00779668
587	0.00615312
591	0.0406853
595	0.0114786
599	0.0552631
603	0.0390344
607	0.0960873
611	0.0554094
615	0.00822658
619	0.118727
623	0.0120947
627	0.0176671
631	0.027257
635	0.0370168
639	0.00992456
643	0.0106414
647	0.0111518
651	0.0102506
655	0.00595825
659	0.0285754
663	0.0195826
667	0.00357374
671	0.0110318
675	0.0168105
679	0.010853
683	0.0203262
687	0.00808647
691	0.0110273
695	0.0102892
699	0.0117405
703	0.0161213
707	0.0765108
711	0.0138315
715	0.0115147
719	0.0106822
723	0.0134483
727	0.0726719
731	0.00216631
735	0.0696559
739	0.0774322
743	0.0481958
747	0.041392
751	0.0222906
755	0.0246662
759	0.120849
763	0.196942
767	0.0697177
771	0.0237018
775	0.0157991
779	0.0218272
783	0.0472559
787	0.0270491
791	0.0428052
795	0.041532
799	0.0424725
803	0.0384401
807	0.0166426
811	0.00569041
815	0.00296873
819	0.0744248
823	0.00842803
827	0.0176339
831	0.0115544
835	0.104717
839	0.00841167
843	0.0570575
847	0.00330952
851	0.00418607
855	0.0271176
859	0.027435
863	0.0359935
867	0.0110728
871	0.00929773
875	0.0350322
879	0.00107925
883	0.00371041
887	0.00988616
891	0.0127651
895	0.0135262
899	0.0949342
903	0.00305142
907	0.01772
911	0.046881
915	0.0198491
919	0.0342357
923	0.0259383
927	0.0632143
931	0.0111637
935	0.0103389
939	0.0237975
943	0.0132694
947	0.0110846
951	0.0110632
955	0.00860405
959	0.0109947
963	0.012937
967	0.0424798
971	0.0282907
975	0.0377057
979	0.14972
983	0.0448896
987	0.0674188
991	0.0632391
995	0.0868545
999	0.0897655
1003	0.0163547
1007	0.0309693
1011	0.00721099
1015	0.0243819
1019	3.01441
1023	0.0123404
1027	0.00573246
1033	1.60218
1037	1.38072
1041	1.81465
1045	1.14704
1049	1.24438
1053	0.129854
1057	1.11837
1061	1.00934
1065	1.09643
1069	1.65222
1073	1.34327
1077	1.64793
1081	9.31768
1085	2.60069
1089	2.29031
1093	3.82535
1097	2.02955
1101	9.60709
1105	2.27744
1109	3.78834
1113	2.16532
1117	2.9022
1121	3.34804
1125	5.40674
1129	2.02511
1133	2.39907
1137	3.62018
1141	2.14726
1145	3.21028
1149	2.01836
1153	2.87007
1157	3.8264
1161	2.49691
1165	2.45137
1169	8.75594
1173	2.4764
1177	5.22106
1181	2.21795
1185	2.2343
1189	1.81493
1193	8.25922
1197	8.70902
1201	16.3872
1205	5.60331
1209	15.2777
1213	4.41279
1217	13.2566
1221	4.86655
1225	17.5198
1229	7.48372
1233	7.84759
1237	27.8169
1241	2.53075
1245	17.603
1249	8.85539
1253	15.3616
1257	20.2135
1261	21.3116
1265	28.8561
1269	17.5152
1273	18.5327
1277	11.0587
1281	15.2986
1285	36.638
1289	12.8789
1293	20.3887
1297	14.0842
1301	31.2154
1305	29.7313
1309	22.9261
1313	17.0077
1317	24.6669
1321	59.8425
1325	32.8365
1329	19.2668
1333	16.0531
1337	15.5839
1341	7.44444
1345	13.1196
1349	17.2114
1353	25.5103
1357	20.2517
1361	23.9623
1365	29.2122
1369	35.5275
1373	31.2765
1377	48.0545
1381	31.165
1385	36.0507
1389	16.564
1393	24.0109
1397	32.4488
1401	52.5217
1405	34.6819
1409	35.0876
1413	37.0018
1417	22.9104
1421	19.2593
1425	25.0074
1429	23.0363
1433	33.4176
1437	20.474
1441	27.7659
1445	35.5964
1449	17.8782
1453	35.2634
1457	17.1344
1461	20.5513
1465	20.9258
1469	24.4936
1473	25.972
1477	19.0412
1481	26.5149
1485	20.9033
1489	25.3685
1493	15.72
1497	16.1012
1501	40.724
1505	22.0977
1509	20.7552
1513	28.5514
1517	25.2021
1521	31.4689
1525	66.1955
1529	23.3951
1533	34.4995
1537	42.772
1541	41.7534
1545	28.1237
1549	34.3035
1553	30.9661
1557	43.7371
1561	37.2655
1565	43.2549
1569	48.4584
1573	26.2501
1577	43.8388
1581	25.5082
1585	31.6324
1589	23.8444
1593	31.0876
1597	48.6484
1601	38.3053
1605	59.169
1609	24.388
1613	38.5854
1617	51.8505
1621	26.6493
1625	42.9718
1629	37.4779
1633	66.4653
1637	41.5675
1641	169.61
1645	51.5973
1649	37.3399
1653	43.5078
1657	48.1154
1661	32.6595
1665	50.3969
1669	80.1544
1673	63.4332
1677	58.6396
1681	38.4581
1685	61.7771
1689	30.1102
1693	147.422
1697	60.0148
1701	50.47
1705	49.4054
1709	51.6143
1713	63.101
1717	59.3171
1721	50.2948
1725	96.5393
1729	72.6464
1733	39.9329
1737	50.4162
1741	47.7947
1745	69.7345
1749	42.1369
1753	51.4043
1757	35.5834
1761	62.1519
1765	196.531
1769	67.0093
1773	42.1718
1777	68.8842
1781	61.8416
1785	71.5758
1789	63.258
1793	46.2085
1797	87.7386
1801	80.8784
1805	45.7351
1809	56.8353
1813	75.9528
1817	50.8343
1821	52.4373
1825	60.594
1829	53.9506
1833	135.061
1837	77.0389
1841	62.1643
1845	60.3309
1849	52.4074
1853	52.7447
1857	53.5198
1861	62.0709
1865	50.6811
1869	73.5552
1873	58.8297
1877	115.69
1881	50.4205
1885	41.2361
1889	43.8371
1893	46.3545
1897	39.1021
1901	93.2628
1905	46.089
1909	59.4291
1913	49.6074
1917	55.7756
1921	95.1086
1925	58.3401
1929	43.388
1933	99.2998
1937	67.7342
1941	53.3101
1945	44.9246
1949	55.9577
1953	35.1382
1957	101.66
1961	56.21
1965	77.1871
1969	55.2433
1973	67.4362
1977	84.8093
1981	48.8373
1985	76.1029
1989	135.133
1993	53.1422
1997	79.2176
2001	138.931
2005	117.052
2009	53.0851
2013	52.1458
2017	50.3337
2021	48.3289
2025	48.1532
2029	47.3266
2033	55.7589
2037	43.5293
2041	51.7362
2045	140.318
2049	68.4136
2053	106.068
2057	45.2604
2061	52.0487
2065	72.6288
2069	68.6419
2073	93.4235
2077	47.1356
2081	71.7257
2085	57.178
2089	152.942
2093	63.6536
2097	38.5023
2101	87.4036
2105	78.4251
2109	49.6007
2113	74.6379
2117	51.8041
2121	81.7719
2125	58.8833
2129	81.5149
2133	68.6564
2137	37.3303
2141	73.0473
2145	96.9672
2149	39.496
2153	44.9437
2157	55.7239
2161	65.0571
2165	241.068
2169	54.4023
2173	64.3652
2177	65.8292
2181	234.169
2185	84.5305
2189	148.511
2193	61.2948
2197	64.7048
2201	64.28
2205	69.3678
2209	57.9914
2213	45.5134
2217	62.1375
2221	74.0098
2225	68.1092
2229	87.6194
2233	54.2737
2237	61.9196
2241	114.096
2245	73.8015
2249	88.8114
2253	74.1963
2257	76.2482
2261	72.2244
2265	78.8807
2269	65.8452
2273	50.0689
2277	77.8796
2281	49.2044
2285	57.6644
2289	79.3785
2293	67.7094
2297	103.696
2301	45.1639
2305	78.1283
2309	61.883
2313	64.455
2317	91.6232
2321	83.2275
2325	212.621
2329	76.9712
2333	244.703
2337	73.5851
2341	92.0741
2345	65.2898
2349	82.8314
2353	99.2132
2357	92.3737
2361	101.031
